id,aligned_id,line,catalogue_id,work_id
3885,625,"“Wait a minute,” I said. “I haven’t agreed to anything, nor will I.”",21,RO005TR07
3886,626,“You haven’t?”,21,RO005TR07
3887,627,I shook my head.,21,RO005TR07
3888,628,"“Forget it, Cotrim,” said my sister to her husband. “He’ll be wanting the clothes off our backs next, which is all that’s left.”",21,RO005TR07
3889,629,"“You’re right. He wants the carriage, he wants the driver, he wants the silver, he wants everything. Look, it would be simpler if you were to haul us up before the judge and prove, with witnesses, that Sabina is not your sister, that I’m not your brother-in-law, and that God isn’t God. Do that and you won’t lose a thing, not a single teaspoon. Let’s talk about something else, my friend.”",21,RO005TR07
3890,630,"He was clearly so very angry, as was I, that I felt I should offer some compromise: to share the silver. He laughed and asked who would have the teapot and who the sugar bowl, then declared that we would have time to settle things in court. Meanwhile, Sabina had gone over to the window that gave onto the garden, and, after a moment, she turned and proposed letting me have Paulo and another slave, on condition that she kept the silver; I was about to refuse, but Cotrim got in before me.",21,RO005TR07
3891,631,“Never! I’m not doing him any favors!” he said.,21,RO005TR07
3892,632,Supper was a sad affair. My uncle the canon arrived afterward and even witnessed a minor altercation.,21,RO005TR07
3893,633,"“My children,” he said, “remember that your father left you a nice big loaf to be divided between you.”",21,RO005TR07
3894,634,But Cotrim said:,21,RO005TR07
3895,635,"“I’m sure he did, only it’s not a question of the bread, but the butter. I can’t eat dry bread.”",21,RO005TR07
3896,636,"We did finally divide up the inheritance, but we parted on very bad terms. And it pained me greatly to fall out with Sabina. We had always been such good friends, had shared childish games and childish squabbles, the laughter and tears of adult life, had often fraternally shared the bread of joy and sadness, like the good brother and sister we were. But now we had fallen out. Just as Marcela’s beauty had vanished with the smallpox.",21,RO005TR07
3897,637,CHAPTER XLVII,21,RO005TR07
3898,638,The recluse,21,RO005TR07
3899,639,"MARCELA, SABINA, VIRGÍLIA . . . I’m blurring all their many differences, as if those names and those people were merely aspects of my own inner feelings. So, wanton pen, you had better put on a fashionable tie and a rather less grubby vest, and then you can come with me into this house, lie down in the hammock that rocked me for many of the years that passed between drawing up the inventory of my father’s possessions and 1842.",21,RO005TR07
3900,640,"If it smells to you of cheap perfume, don’t go thinking I had it sprinkled there for my own pleasure; it’s the only thing left of N. or Z. or U., because, at one time or other, each of those capital letters lay in that hammock, each dandling her own elegant feminine dissipation. However, if you’re looking for anything more than perfume, you’re out of luck, because I didn’t keep portraits or letters or even memories; even the excitement vanished, leaving me with nothing but those initial letters.",21,RO005TR07
3901,641,"I lived an almost reclusive life, apart from very occasionally going to a ball, the theater, or a lecture, but most of the time I spent alone. I simply lived, allowing myself to be carried along on the back-and-forth of events and days, sometimes restless, sometimes apathetic, caught between ambition and despair. I wrote about politics and dabbled in literature. I sent articles and poems to journals and even acquired a certain reputation as a polemicist and poet. Whenever I thought about Lobo Neves, who was already a deputy, and about Virgília, marchioness-to-be, I asked myself why I shouldn’t make a better deputy and a better marquis than Lobo Neves; after all, I was so superior to him in every way, and I said this staring at the tip of my own nose.",21,RO005TR07
3902,642,CHAPTER XLVIII,21,RO005TR07
3903,643,A cousin of Virgília’s,21,RO005TR07
3904,644,“DO YOU KNOW who arrived yesterday from São Paulo?” Luís Dutra asked me one evening.,21,RO005TR07
3905,645,"Luís Dutra was a cousin of Virgília’s, who also consorted with the muses. His poems found more favor and were better than mine, but he needed the approval of other people, to have his worth confirmed by the applause of others. He was a shy lad and so never asked anyone directly what they thought of his verses, and yet he delighted in hearing any appreciative word; then he would gather new energy and throw himself into his work with youthful brio.",21,RO005TR07
3906,646,"Poor Luís Dutra! As soon as he had published anything, he would come straight to my house and circle around me, waiting for me to pass judgment, to offer some word or gesture that would confirm the worth of his latest publication, and instead I would talk to him about a thousand other things—about the recent ball in Catete, the debate in Parliament, about carriages and horses, about everything except his poetry or prose.",21,RO005TR07
3907,647,"He would respond in lively fashion at first, then grow increasingly lackluster, trying to turn the conversation back to his work; he would open a book, ask if I had written anything new, and I would say yes or no, then turn the conversation in another direction, and he would trot along after me, until, at last, he came to a complete halt and departed feeling sad and unsatisfied. My intention was to make him doubt himself, to discourage him, to eliminate him. And I did all this while staring at the tip of my own nose . . .",21,RO005TR07
3908,648,CHAPTER XLIX,21,RO005TR07
3909,649,The tip of my nose,21,RO005TR07
3910,650,"O NOSE, CONSCIENCELESS CONSCIENCE, you have been of great use to me in life. Have you, dear reader, ever considered the purpose of the nose? Dr. Pangloss’s explanation was that the nose was created as a perch for our spectacles, and I confess that, until recently, this seemed to me the definitive explanation; however, there came a day when, while ruminating on this and other obscure philosophical matters, I came up with my own explanation, the one true and definitive explanation.",21,RO005TR07
3911,651,"I had only to remember what fakirs did. As the reader doubtless knows, the fakir spends long hours staring at the tip of his nose, with the aim of gaining a glimpse of heaven’s light. When he fixes his gaze on the tip of his nose, he loses all sense of external things, he luxuriates in the invisible, understands the impalpable, detaches himself from the Earth, dissolves into the ether. This sublimation of the self via the tip of the nose is the mind’s highest achievement, and the ability to achieve this state belongs not only to fakirs: it is universal.",21,RO005TR07
3912,652,"Everyone has both the need and the ability to contemplate his own nose in order to glimpse heaven’s light, and that contemplation, which, in effect, subordinates the universe to a single nose, is the basis of all social equilibrium. If noses contemplated only other noses, the human species would not last two centuries: it would have died out with the first tribes.",21,RO005TR07
3913,653,"Do I hear the reader object: “But how can that be, if no one has ever seen a man contemplating his own nose?”",21,RO005TR07
3914,654,"Obtuse reader, this only goes to show that you have never entered the mind of a hatter. A hatter walks past a hat shop belonging to a rival, who set up business two years ago; that shop had two doors then, and now it has four, and looks set to have six or eight. His rival’s hats are on display in the windows; the rival’s customers go in through the doors; the hatter compares that shop with his own, which is older and has only two doors, and compares those hats with his own less ornate ones, which nevertheless sell for the same price.",21,RO005TR07
3915,655,"Naturally, he feels mortified, but, with eyes cast down or looking straight ahead he walks on, pondering his rival’s prosperity and his own failure to thrive, when he is a far better hatter than the other man. It is at this point that he fixes his eyes on the tip of his nose.",21,RO005TR07
3916,656,"In conclusion, there are two main forces: love, which multiplies the species, and the nose, which subordinates the species to the individual. Procreation, equilibrium.",21,RO005TR07
3917,657,CHAPTER L,21,RO005TR07
3918,658,Virgília married,21,RO005TR07
3919,659,"“THE PERSON who has just arrived from São Paulo is my cousin Virgília, now married to Lobo Neves,” Luís Dutra went on.",21,RO005TR07
3920,660,"“Oh, really.”",21,RO005TR07
3921,661,"“And I found out something else today, you rogue . . .”",21,RO005TR07
3922,662,“What’s that?”,21,RO005TR07
3923,663,“That you once wanted to marry her.”,21,RO005TR07
3924,664,"“Oh, that was my father’s idea. Who told you?”",21,RO005TR07
3925,665,"“She did. I talked a lot about you, and then she told me everything.”",21,RO005TR07
3926,666,"The following day, in Rua do Ouvidor, outside Plancher the printers, I saw, in the distance, a truly splendid woman. It was her. I only really recognized her when she came a little closer, for she looked so different, nature and art having combined to add the final finishing touch to her beauty. We greeted each other in passing, then she walked on and, along with her husband, got into the carriage that was waiting for them a little farther up the street. I was astonished.",21,RO005TR07
3927,667,"A week later, I met her at a ball; I think we even exchanged a word or two. At another ball, held a month later—in the house of a lady who had adorned the salons of the first reign and was no less of an adornment in the salons of the second—we grew closer and for longer too, because we talked and waltzed. The waltz is a delicious thing. We waltzed; and as I pressed her magnificent, supple body to mine, I won’t deny that I experienced a very singular sensation, that of a man who has been robbed.",21,RO005TR07
3928,668,"“It’s terribly hot,” she said, as soon as the dance ended. “Shall we go out onto the terrace?”",21,RO005TR07
3929,669,"“No, you might catch cold. Let’s go into the other room.”",21,RO005TR07
3930,670,"In the other room we found Lobo Neves, who complimented me profusely on my political writings, adding that he could say nothing of my literary output because he did not understand it; but my political essays were excellent, well thought out and well written. I responded with equally exquisite courtesy, and we parted feeling very pleased with each other.",21,RO005TR07
3931,671,"About three weeks later, I received an invitation from him to an intimate little soirée. I went, and Virgília received me with these charming words:",21,RO005TR07
3932,672,“Tonight you’re going to waltz with me.”,21,RO005TR07
3933,673,"I did, in fact, have a reputation as a master of the waltz, so I’m not surprised she chose me. We danced once, then twice. Francesca and Paolo may have been undone by a book; in our case it was a waltz. I seem to recall squeezing her hand very tightly that night, and she did not withdraw it, as if she barely noticed; I had my arms around her, and everyone was looking at us and at the other dancers turning and turning, their arms about each other . . . Pure ecstasy.",21,RO005TR07
3934,674,CHAPTER LI,21,RO005TR07
3935,675,Mine!,21,RO005TR07
3936,676,"“MINE!” I SAID TO MYSELF as I passed her on to another partner, and I must confess that, for the rest of the evening, that idea kept penetrating deeper and deeper into my mind, not with hammer blows, but with that more insinuating tool, a gimlet.",21,RO005TR07
3937,677,“Mine!” I said as I arrived home.,21,RO005TR07
3938,678,"But, alas, as if fate or chance or whatever had decided to heap more fuel on that ecstasy of repossession, I saw on the ground a small, yellow, glittering object. I bent down; it was a gold coin, a half doubloon.",21,RO005TR07
3939,679,"“Mine!” I repeated, laughing, and put it in my pocket.",21,RO005TR07
3940,680,"I gave no further thought to the coin that night, but when I remembered it the following day, I felt my conscience pricking me, and heard a voice asking me why the devil that coin should be mine when I had neither inherited nor earned it, but merely found it in the street. It clearly wasn’t mine, but belonged to whoever had lost it, rich or poor, possibly poor, some workman who wouldn’t be able to buy food for his wife and children, but even if the person was rich, the obligation on me was the same.",21,RO005TR07
3941,681,"I should give the coin back, and the best way, the only way, was to do so via an advertisement or through the police. I sent a letter to the chief of police, enclosing the coin, and asking him to do all he could to return it to its true owner.",21,RO005TR07
3942,682,"I sent off the letter and breakfasted in a relaxed, even, I might say, jubilant mood. My conscience had waltzed so much the previous evening that she had been left breathless and panting; but the restoration of that half doubloon opened a window onto the other side of morality; in rushed a gust of pure air, and the poor lady, my conscience, breathed more easily. Readers, always keep your consciences well ventilated! I’ll say no more. And yet, when stripped of all the surrounding circumstances, my act really was a very fine one, because it showed a real scrupulousness, the instinct of a delicate soul. This is what my inner lady, my conscience, was telling me in a voice simultaneously stern and tender; this is what she was telling me, as she leaned out of the open window.",21,RO005TR07
3943,683,"“You did the right thing, Cubas; you behaved impeccably. This air is not only pure, it’s positively balmy, it’s like a breath of air from the eternal gardens. Would you like to see what you did, Cubas?”",21,RO005TR07
3944,684,"And the good lady took out a mirror and held it up to my eyes. I saw, with absolute clarity, the half doubloon I had found the previous night, round and shining, and multiplying in numbers, first ten, then thirty, then five hundred, thus illustrating the benefits that my simple act of restoration would bring to me in life and death. And I surrendered my entire being to the contemplation of that act, seeing myself reflected in it, finding myself to be good, possibly even great. A mere coin, eh? You see what comes of having waltzed a little too much.",21,RO005TR07
3945,685,"And thus I, Brás Cubas, discovered a sublime law, the law of the equivalence of windows, and I saw that the best way to make up for closing one window is to open another, so that morality can keep your conscience continually aired. You may not understand this; you may want something more concrete, a parcel, for example, a mysterious parcel. Well, here you have one.",21,RO005TR07
3946,686,CHAPTER LII,21,RO005TR07
3947,687,The mysterious parcel,21,RO005TR07
3948,688,"AS IT HAPPENS, a few days later, on my way to Botafogo, I stumbled upon a parcel on the beach. Well, I didn’t so much stumble upon as kick it. Seeing a medium-sized parcel, neatly and correctly packaged and tied with strong twine, something that had an air about it of being “something,” I gave it a kick just to see what would happen, and when I kicked it, the parcel did not move. I glanced around me; the beach was deserted; some children were playing in the distance, while, even farther off, a fisherman was mending his nets, so there was no one who would see what I did; I bent down, picked up the parcel, and continued walking.",21,RO005TR07
3949,689,"Yes, I continued walking, but not without some trepidation. It might be a prank played by boys. I considered returning the parcel to the beach, but when I again felt its weight, I rejected the idea. A little farther on, I retraced my steps and headed home.",21,RO005TR07
3950,690,"“Let’s see,” I said, as I went into my study.",21,RO005TR07
3951,691,"I still hesitated for a moment, possibly out of shame; I was again assailed by the thought that this might be a prank. True, there had been no apparent witnesses, but inside me I had a little boy, who would whistle, squeal, whoop, stamp, cackle, crow, and generally cause a rumpus if he saw me open the parcel and find inside a dozen old handkerchiefs or two dozen rotten guavas. It was getting late; my curiosity was growing, as the reader’s must be too; I untied the parcel and saw . . . found . . . counted . . . and recounted neither more nor less than five contos de réis.",21,RO005TR07
3952,692,"Give or take the odd ten mil-réis. Five contos in nice new notes and coins, all neatly bundled up; a rare find. I wrapped them up again. At supper, it seemed to me that I caught one of the slave-boys looking in a knowing fashion at one of the other slaves. Could he have been watching me? I questioned him discreetly and concluded that he had not. After supper, I again went into my study to examine the money and laughed at my maternal feelings for a mere five contos, me, a wealthy man.",21,RO005TR07
3953,693,"That night, to avoid thinking any more about it, I went to Lobo Neves’s house, for he had urged me to continue to frequent his wife’s parties. Among the guests was the chief of police, to whom I was introduced. He immediately remembered the letter and the half doubloon I had sent him a few days before. Word spread; Virgília appeared to approve warmly of what I had done, and the other guests came up with similar tales of their own, to which I listened with all the impatience of a hysterical woman.",21,RO005TR07
3954,694,"Later, the next day, and for the rest of the week, I thought as little as I could about those five contos, and I have to confess that I left them sitting quietly in my desk drawer. I was happy to talk about anything except money, especially money that had been found; and yet it wasn’t a crime to find money, it was a blessing, a lucky accident, possibly an act of Providence. It couldn’t be anything else. Losing five contos isn’t the same as losing a handkerchief. You need every one of your five senses and more when you’re carrying around five contos, feeling for them in your pocket, never taking your eyes off them or your hands or your thoughts, and for someone to lose them like that, so foolishly, on a beach, must mean . . .",21,RO005TR07
3955,695,"But finding them couldn’t possibly be a crime, not a crime or a disgrace or a stain on a man’s character. It was simply a windfall, a stroke of luck, like winning the lottery or a bet on a horse or coming up trumps in some other honest game; I would almost go so far as to say that my good fortune was richly deserved, because I didn’t feel bad about it or unworthy of this gift from Providence.",21,RO005TR07
3956,696,"“Those five contos,” I told myself three weeks later, “I need to put them to good use, perhaps a dowry for some poor young girl, or something like that . . . I’ll think about it . . .”",21,RO005TR07
3957,697,"That same day, I went and deposited them at the Bank of Brazil. There they received me with many delicate allusions to the affair of the half doubloon, news of which had spread among people of my acquaintance; I replied angrily that it really didn’t merit so much fuss, but then they praised me for my modesty, and when I got annoyed at that too, they told me I was, quite simply, a very fine man.",21,RO005TR07
3958,698,CHAPTER LIII,21,RO005TR07
3959,699,. . . . .,21,RO005TR07
3960,700,"VIRGÍLIA CERTAINLY WASN’T thinking about that half doubloon, she was entirely focused on me, on my eyes, on my life, on my thoughts—that is what she said, and it was true.",21,RO005TR07
3961,701,"Some plants spring up and grow very quickly; others prove slow and sickly. Our love belonged in the first category; it sprouted so suddenly and was so lush that it was soon the largest, leafiest, and most exuberant thing in the woods. I couldn’t tell you exactly how long it took to grow. I do remember that, one night, the flower—or the kiss, if you prefer—bloomed, a kiss that she gave me, trembling—poor thing—trembling with fear, because we were standing at the garden gate.",21,RO005TR07
3962,702,"We were bound together by that one kiss—brief as the opportunity, ardent as our love, the prologue to a life of delights, terrors, feelings of remorse, pleasures that ended in pain, sufferings that burgeoned into joy—a patient, systematic hypocrisy, the only brake on an unstoppable passion—a life of anxieties, rages, despairs, and jealousies, which one moment repaid us superabundantly, and the next came and swallowed it all up along with everything else, and left bobbing on the surface only the anxieties and the dregs, the dregs of the dregs, which is to say: tedium and satiety: this was the book that followed said prologue.",21,RO005TR07
3963,703,CHAPTER LIV,21,RO005TR07
3964,704,The pendulum clock,21,RO005TR07
3965,705,"I LEFT THERE STILL SAVORING that kiss. I couldn’t sleep. I lay down in bed, but it made no difference. That night, I heard every hour strike. Normally, when I couldn’t get to sleep, I found the sound of the pendulum infuriating; that grim tick-tock, slow, dull, which seemed to be telling me with every tick that another moment of life was gone. I would imagine an old devil seated between two sacks, the sack of life and the sack of death, taking coins from life and giving them to death, and counting them thus:",21,RO005TR07
3966,706,“Another one gone . . .,21,RO005TR07
3967,707,“Another one gone . . .,21,RO005TR07
3968,708,“Another one gone . . .,21,RO005TR07
3969,709,“Another one gone . . .”,21,RO005TR07
3970,710,"The odd thing is that, if the clock stopped, I would wind it up so that it would keep going, and so that I could keep counting my lost moments. Some inventions change or die; even institutions die; but the clock is definitive and perpetual. The last man on earth, as he bids farewell to the cold, dead sun, is sure to have a watch in his pocket, so as to know the exact hour of his death.",21,RO005TR07
3971,711,"That night, I didn’t feel my usual sad sense of annoyance, but something different and delicious. I was filled by a press of fantasies crowding one upon the other, like devotees jostling each other for a better view of the cantor in a religious procession. I couldn’t hear the moments lost, only the moments gained. After a while, I heard nothing at all, because my wily, mischievous thoughts jumped out of the window and flew off to Virgília’s house. There, on her windowsill, they found Virgília’s thoughts; they greeted each other and sat chatting. And while we, possibly cold and in need of rest, lay tossing and turning in our respective beds, those idle thoughts repeated Adam and Eve’s age-old dialogue.",21,RO005TR07
3972,712,CHAPTER LV,21,RO005TR07
3973,713,The age-old conversation between Adam and Eve,21,RO005TR07
3974,714,BRÁS CUBAS: ................................?,21,RO005TR07
3975,715,VIRGÍLIA: ...............................,21,RO005TR07
3976,716,BRÁS CUBAS: ............................................................................................................................................,21,RO005TR07
3977,717,VIRGÍLIA: ..........................................!,21,RO005TR07
3978,718,BRÁS CUBAS: .................................,21,RO005TR07
3979,719,VIRGÍLIA: .....................................................................................................................................................?.........................................................................................................,21,RO005TR07
3980,720,BRÁS CUBAS: .................................,21,RO005TR07
3981,721,VIRGÍLIA: ...............................................,21,RO005TR07
3982,722,BRÁS CUBAS:.........................................................................................................................!..............................!...........................!,21,RO005TR07
3983,723,VIRGÍLIA: ....................................................?,21,RO005TR07
3984,724,BRÁS CUBAS: ..............................................!,21,RO005TR07
3985,725,VIRGÍLIA: ...................................................!,21,RO005TR07
3986,726,CHAPTER LVI,21,RO005TR07
3987,727,The opportune moment,21,RO005TR07
3988,728,"HONESTLY! Can anyone explain what brought about that change? One day, we met, discussed marriage, decided against it, and separated, coldly, painlessly, because there was no real love between us; I felt slightly put out, but nothing more. A few years passed, I saw her again, we danced a few waltzes, and there we were, passionately in love. Virgília’s beauty had, it’s true, reached the apogee of perfection, but we were essentially the same, and I, for my part, was no handsomer, no more elegant. Can anyone explain what brought about that change?",21,RO005TR07
3989,729,"The only explanation could be that the opportune moment had now arrived. The first moment clearly wasn’t opportune, since, while neither of us was exactly unprepared for love, we were unprepared for “our” love: a fundamental distinction. Love depends on the opportuneness of the two people involved. I came up with this explanation myself two years after that kiss, one day when Virgília was complaining to me about some dandy intent on wooing her.",21,RO005TR07
3990,730,"“The importunate creature!” she said, pulling an angry face.",21,RO005TR07
3991,731,"I shuddered, and looked at her, and saw that her indignation was quite genuine; and it occurred to me that perhaps I had once provoked a similarly angry face, and then I realized how much I had evolved. I had gone from being importunate to opportune.",21,RO005TR07
3992,732,CHAPTER LVII,21,RO005TR07
3993,733,Fate,21,RO005TR07
3994,734,"YES, WE LOVED EACH OTHER. Now that all of society’s laws were against us, that was when we truly loved each other. We found ourselves yoked together, like the two souls the poet found in Purgatory:",21,RO005TR07
3995,735,"Di pari, come buoi che vanno a giogo",21,RO005TR07
3996,736,"but I’m wrong to compare us to oxen, because we were a very different kind of beast, less lumbering, more wanton and lascivious. There we were walking along with no idea where we were going, nor along which illicit paths, a problem that worried me for a few weeks, but whose solution I placed in the hands of fate. Poor fate! I wonder what you’re up to now, you great meddler in human affairs. Perhaps you’re putting on a new skin, a different face and manner, another name, and it’s not impossible that . . .",21,RO005TR07
3997,737,"But where was I? Ah, yes, on those illicit paths. I told myself this was God’s will. It was our destiny to love each other, otherwise, how explain the waltz and all the rest? Virgília thought the same. One day, she confessed that she did sometimes experience moments of remorse, to which I responded that if she felt remorse, she clearly didn’t love me. Then Virgília put her magnificent arms about me and murmured:",21,RO005TR07
3998,738,“It’s the will of heaven that I should love you.”,21,RO005TR07
3999,739,"Her choice of the word “heaven” was no accident, because Virgília was ever so slightly religious. True, she didn’t go to mass on Sundays, and I think she only went to church on holy days or when she could get a seat in one of the private pews. But she prayed every night, fervently or at least sleepily. She was afraid of thunderstorms, and when they struck, she would cover her ears and mumble all the prayers she could remember from the catechism. In her bedroom she kept a tiny carved jacaranda altar, about twelve inches high, containing three images; not that she ever mentioned this to her women friends; on the contrary, she dubbed as fanatical even the only mildly devout. For a while I thought she felt rather ashamed to be a believer, and that her religion was a kind of flannel nightdress, protective and private, but I was obviously wrong.",21,RO005TR07
4000,740,CHAPTER LVIII,21,RO005TR07
4001,741,A confidence,21,RO005TR07
4002,742,"AT FIRST I was terrified of Lobo Neves. He often told me how much he adored his wife: he thought Virgília was perfection itself, a combination of fine, solid qualities, as well as being utterly adorable, elegant, and discreet, the very model of a wife. And his trust in me did not stop there. Having opened the door just a crack, he then flung it wide. One day, he confessed to me that a sad worm was eating away at his existence: the fact that he had never received any real public acclaim.",21,RO005TR07
4003,743,"I tried to reassure him, said many flattering things, which he heard with the religious zeal of one whose desire for more will remain forever unassuaged; then I realized that his ambition had wearied of beating its wings but never taking flight. Days later, he poured out to me all his disappointments and frustrations, the resentments he had swallowed, the rages he had suppressed; he told me that political life was a web of envy, spite, intrigue, perfidy, self-interest, and vanity. He was clearly going through some kind of emotional crisis, which I did my best to counter.",21,RO005TR07
4004,744,"“I mean what I say,” he said sadly. “You can’t imagine what I’ve been through. I went into politics because I wanted to, out of family tradition, ambition, and a little vanity. In short, I was the embodiment of all the usual motives that lead any man into public life; what I lacked was self-interest. I had seen the theater from the orchestra seats, and, my, it was a fine sight! Superb scenery, life, movement, brilliant performances. I signed up, and they gave me a role that . . . But why should I weary you with all this? Leave me alone with my grumblings. I’ve already wasted hours and days thinking about it . . . There’s no constancy of feeling, no gratitude, there’s nothing . . . nothing . . . nothing . . .”",21,RO005TR07
4005,745,"He fell silent, looking profoundly depressed and staring into space, apparently oblivious to everything, apart from the echo of his own thoughts. After a few moments, he stood up and shook my hand:",21,RO005TR07
4006,746,"“You must think me a complete fool,” he said, “and forgive me for unburdening myself like that, but something happened today that’s really been eating away at me.”",21,RO005TR07
4007,747,"And he gave a sad, mirthless laugh, then asked me not to tell anyone else what had passed between us; I commented that, strictly speaking, nothing had passed between us. Then two deputies and a local politician came into the room. Lobo Neves received them with a show of good cheer that initially rang rather false, but soon seemed perfectly natural. After half an hour, everyone would have thought him the most fortunate of men, talking, joking, and laughing, and making everyone else laugh too.",21,RO005TR07
4008,748,CHAPTER LIX,21,RO005TR07
4009,749,An encounter,21,RO005TR07
4010,750,"POLITICS MUST BE A VERY HEADY BREW, I said to myself as I left Lobo Neves’s house, and I walked and walked until, in Rua dos Barbonos, I came upon a carriage, and saw that one of the ministers inside that carriage was an old school friend of mine. We greeted each other affectionately, then the carriage drove on, and I continued to walk . . . and walk . . . and walk.",21,RO005TR07
4011,751,“Why shouldn’t I be a minister too?”,21,RO005TR07
4012,752,"This large, glittering idea—extravagantly dressed, as Father Bernardes would say—this idea began performing a dizzying series of somersaults at which I stared openmouthed with amazement and with amusement too. I gave not another thought to Lobo Neves’s sadness; I felt the pull of the abyss. I thought of that school friend of mine, remembered how we’d gone scrambling about in the hills, the fun we’d had and the mischief we’d got up to, and I compared the boy with the man, and asked myself why I shouldn’t be like him. I found myself then at the entrance to the Passeio Público, and everything seemed to be asking the same question:",21,RO005TR07
4013,753,"“Why shouldn’t you be a minister, Cubas? Cubas, why shouldn’t you be a minister of state?” When I heard this, a delicious, refreshing shiver ran through me. I went and sat on a bench to mull over the idea. Virgília would be equally thrilled! A few minutes later, I saw, coming toward me, a face I seemed to recognize. Yes, I knew that face from somewhere.",21,RO005TR07
4014,754,"Imagine a man aged between thirty-eight and forty, tall, thin, and pale. His clothes, apart from their cut, appeared to have escaped from the dungeons of Babylon, while his hat looked like a contemporary of Gessler’s. Now imagine a frock coat much larger than required by the wearer’s body or, rather, his bones; the black fabric was fading to a dull yellow; the nap was gradually disappearing; and of the eight original buttons only three remained. His gray cotton pants bagged at the knees, and the bottoms had been eaten away by the heel of a boot lacking either pity or polish. Around his neck fluttered the ends of a faded bicolored cravat, which kept in place a collar that hadn’t been washed in a week. I think he was also wearing a vest, a tattered, buttonless vest made of dark silk.",21,RO005TR07
4015,755,"“I bet you don’t recognize me, Senhor Cubas,” he said.",21,RO005TR07
4016,756,“I don’t recall . . .”,21,RO005TR07
4017,757,"“I’m Borba, Quincas Borba.”",21,RO005TR07
4018,758,"I drew back in horror . . . If only a writer like Bossuet or Vieira could provide me with the words to describe such desolation! It really was Quincas Borba, my witty school friend of years ago, so intelligent and so rich. Quincas Borba! No, it was impossible, it couldn’t be. I couldn’t believe that this grubby figure with a grizzled beard, this scarecrow old before his time, this ruin of a man, could be Quincas Borba. But it was. In his eyes there was still a glimmer of his old self, and his smile had not entirely lost the slightly mocking expression so peculiar to him. Meanwhile, he resolutely withstood my look of horror. Eventually I averted my eyes, for if the sight of him was repellent, any comparison with the boy I had known was deeply dispiriting.",21,RO005TR07
4019,759,"“I need hardly tell you my story,” he said at last, “you can guess for yourself. A life of penury, tribulations, and struggle. Do you remember the parades we took part in, when I always appeared as emperor or king? What a fall from grace, eh? For here I am a beggar . . .”",21,RO005TR07
4020,760,"And with a shrug and an air of indifference, he seemed resigned to the blows dealt him by fortune, possibly even contented. Possibly, but certainly unmoved. There was not a trace in him of Christian resignation or of a philosophical acceptance of his fate. It was as if penury had so callused his soul that he could no longer feel the mud clinging to it. He wore his rags as once he had worn the royal purple, with a certain indolent grace.",21,RO005TR07
4021,761,"“Come and see me sometime,” I said, “I might be able to find you a position somewhere.”",21,RO005TR07
4022,762,Borba’s lips spread wide in a magnificent smile.,21,RO005TR07
4023,763,"“You’re not the first to make such an offer,” he replied, “and you may not be the last to end up doing nothing. And why should you? I’m not asking for anything, apart from money, because I do need money in order to eat, and restaurants won’t take credit. Nor will grocers or street vendors. The wretches won’t even give me two tuppence-worth of maize flour. My life’s a hell, my . . . I almost said ‘my friend’ . . . A hell, devil take it. Indeed, may all the devils take it! Look, I haven’t even had breakfast yet.”",21,RO005TR07
4024,764,“Haven’t you?”,21,RO005TR07
4025,765,"“No, I left home very early. Do you know where I live? On the steps leading up to São Francisco da Penitência, the third step on the left as you go up. No need to knock. It’s a cool, breezy abode, very breezy indeed. Anyway, I left early and haven’t yet had any breakfast . . .”",21,RO005TR07
4026,766,"I opened my wallet and took out a five-mil-réis note—the grimiest one I had—and gave it to him. He snatched it from me, eyes glittering with greed. He held the note up and rustled it gleefully.",21,RO005TR07
4027,767,“In hoc signo vinces!” he yelled.,21,RO005TR07
4028,768,"Then he kissed it with a great show of tenderness and loud cries of delight that provoked in me a mixture of disgust and pity. Being a sharp-witted fellow, he immediately noticed this and became serious, grotesquely serious, and apologized for his display of joy, saying it was the joy of a poor man who hadn’t seen a five mil-réis note in many a long year.",21,RO005TR07
4029,769,"“Well, it’s in your power to acquire more,” I said.",21,RO005TR07
4030,770,"“How?” he asked, leaning closer.",21,RO005TR07
4031,771,"“By working,” I said.",21,RO005TR07
4032,772,"He pulled a wry face and, for a while, said nothing; then he announced that he positively did not want to work. By then I was growing weary of his comically sad state of abjection, and turned to go.",21,RO005TR07
4033,773,"“No, don’t go without letting me teach you my philosophy of misery,” he said, standing before me, legs planted wide.",21,RO005TR07
4034,774,CHAPTER LX,21,RO005TR07
4035,775,The embrace,21,RO005TR07
4036,776,"I ASSUMED THE POOR DEVIL was mad and so I again made as if to leave, but he grabbed my wrist and gazed for a few seconds at the diamond ring I was wearing on one finger. I felt in his hand a shiver of greed, an itch to possess.",21,RO005TR07
4037,777,“What a splendid diamond!” he said.,21,RO005TR07
4038,778,"Then he started walking around me, examining me from every angle.",21,RO005TR07
4039,779,"“You take very good care of yourself,” he said. “Jewelry, beautiful, elegant clothes, and . . . Just compare your shoes with mine. What a difference, eh? How could it be otherwise? As I say, you take very good care of yourself. And what about the ladies? Do you do all right with the ladies too? Are you married?”",21,RO005TR07
4040,780,“No . . .”,21,RO005TR07
4041,781,“Neither am I.”,21,RO005TR07
4042,782,“I live in—”,21,RO005TR07
